値段,株数,金額,時刻
15085,200,3017000,13:45:04
15080,400,6032000,13:45:04
15065,100,1506500,13:45:03
15070,400,6028000,13:45:03
15075,500,7537500,13:45:03
15070,100,1507000,13:45:02
15070,200,3014000,13:45:02
15085,600,9051000,13:45:02
15080,500,7540000,13:45:02
15075,100,1507500,13:45:02
15070,100,1507000,13:45:02
15065,100,1506500,13:45:02
15070,100,1507000,13:45:01
15070,100,1507000,13:45:01
15070,100,1507000,13:45:01
15060,100,1506000,13:45:01
15075,100,1507500,13:45:01
15070,100,1507000,13:45:00
15055,100,1505500,13:45:00
15065,100,1506500,13:45:00
15055,100,1505500,13:45:00
15055,100,1505500,13:45:00
15060,100,1506000,13:45:00
15065,100,1506500,13:45:00
15065,100,1506500,13:45:00
15075,100,1507500,13:44:58
15065,100,1506500,13:44:57
15075,100,1507500,13:44:57
15070,200,3014000,13:44:57
15060,100,1506000,13:44:57
15075,100,1507500,13:44:57
15075,100,1507500,13:44:57
15065,100,1506500,13:44:56
15055,100,1505500,13:44:56
15065,200,3013000,13:44:55
15055,100,1505500,13:44:55
15060,200,3012000,13:44:55
15055,200,3011000,13:44:55
15040,100,1504000,13:44:55
15040,100,1504000,13:44:55
15040,100,1504000,13:44:55
15045,100,1504500,13:44:55
15050,100,1505000,13:44:55
15055,100,1505500,13:44:55
15055,200,3011000,13:44:55
15045,500,7522500,13:44:55
15045,100,1504500,13:44:55
15050,100,1505000,13:44:55
15045,100,1504500,13:44:55
15030,100,1503000,13:44:55
15045,100,1504500,13:44:55
15025,100,1502500,13:44:55
15025,200,3005000,13:44:55
15030,200,3006000,13:44:55
15035,300,4510500,13:44:55
15040,200,3008000,13:44:55
15045,100,1504500,13:44:55
15040,100,1504000,13:44:55
15030,200,3006000,13:44:55
15035,100,1503500,13:44:55
15040,200,3008000,13:44:55
15025,900,13522500,13:44:55
15030,800,12024000,13:44:55
15035,200,3007000,13:44:55
15040,200,3008000,13:44:55
15045,100,1504500,13:44:55
15045,100,1504500,13:44:55
15050,400,6020000,13:44:55
15050,500,7525000,13:44:55
15050,100,1505000,13:44:55
15050,100,1505000,13:44:55
15055,100,1505500,13:44:55
15050,100,1505000,13:44:55
15050,100,1505000,13:44:55
15050,100,1505000,13:44:55
15055,100,1505500,13:44:55
15055,100,1505500,13:44:55
15055,100,1505500,13:44:55
15055,100,1505500,13:44:55
15060,200,3012000,13:44:55
15060,100,1506000,13:44:55
15060,100,1506000,13:44:55
15060,100,1506000,13:44:55
15065,400,6026000,13:44:55
15070,100,1507000,13:44:55
15070,100,1507000,13:44:55
15070,100,1507000,13:44:54
15070,100,1507000,13:44:54
15075,100,1507500,13:44:54
15080,1100,16588000,13:44:54
15080,100,1508000,13:44:54
15085,100,1508500,13:44:54
15085,200,3017000,13:44:54
15090,800,12072000,13:44:54
15095,1800,27171000,13:44:54
15100,2200,33220000,13:44:54
15105,900,13594500,13:44:54
15110,200,3022000,13:44:54
15115,100,1511500,13:44:54
15120,100,1512000,13:44:54
15120,200,3024000,13:44:53
15115,100,1511500,13:44:53
15115,100,1511500,13:44:53
15125,200,3025000,13:44:52
15125,100,1512500,13:44:51
15125,100,1512500,13:44:51
15115,100,1511500,13:44:51
15105,100,1510500,13:44:51
15105,200,3021000,13:44:50
15110,200,3022000,13:44:50
15115,700,10580500,13:44:50
15125,100,1512500,13:44:48
15120,100,1512000,13:44:48
15110,100,1511000,13:44:46
15120,100,1512000,13:44:45
15120,100,1512000,13:44:45
15130,100,1513000,13:44:44
15125,100,1512500,13:44:42
15125,200,3025000,13:44:42
15120,400,6048000,13:44:42
15115,100,1511500,13:44:41
15110,100,1511000,13:44:41
15110,100,1511000,13:44:39
15120,100,1512000,13:44:38
15120,100,1512000,13:44:38
15105,100,1510500,13:44:37
15110,100,1511000,13:44:37
15110,100,1511000,13:44:37
15110,100,1511000,13:44:36
15115,100,1511500,13:44:36
15110,100,1511000,13:44:36
15105,100,1510500,13:44:36
15105,100,1510500,13:44:36
15105,100,1510500,13:44:36
15110,600,9066000,13:44:35
15115,100,1511500,13:44:35
15110,300,4533000,13:44:35
15110,100,1511000,13:44:35
15115,100,1511500,13:44:35
15115,100,1511500,13:44:34
15120,100,1512000,13:44:34
15115,100,1511500,13:44:33
15125,100,1512500,13:44:33
15125,100,1512500,13:44:29
15120,100,1512000,13:44:26
15125,200,3025000,13:44:26
15140,100,1514000,13:44:23
15140,100,1514000,13:44:23
15125,300,4537500,13:44:22
15115,100,1511500,13:44:22
15115,500,7557500,13:44:21
15120,100,1512000,13:44:21
15115,100,1511500,13:44:20
15120,100,1512000,13:44:20
15120,100,1512000,13:44:20
15125,100,1512500,13:44:20
15125,100,1512500,13:44:20
15125,200,3025000,13:44:20
15120,100,1512000,13:44:20
15120,1000,15120000,13:44:20
15120,2600,39312000,13:44:20
15120,1300,19656000,13:44:20
15125,1000,15125000,13:44:20
15130,2300,34799000,13:44:20
15135,1000,15135000,13:44:20
15140,300,4542000,13:44:19
15140,100,1514000,13:44:14
15140,100,1514000,13:44:10
15145,100,1514500,13:44:06
15140,100,1514000,13:44:05
15140,100,1514000,13:44:05
15140,100,1514000,13:44:04
15140,300,4542000,13:43:59
15140,100,1514000,13:43:59
15150,100,1515000,13:43:57
15150,100,1515000,13:43:57
15150,100,1515000,13:43:57
15150,200,3030000,13:43:55
15140,100,1514000,13:43:52
15145,100,1514500,13:43:52
15150,100,1515000,13:43:52
15140,100,1514000,13:43:51
15135,700,10594500,13:43:50
15140,200,3028000,13:43:50
15145,500,7572500,13:43:50
15150,100,1515000,13:43:49
15150,100,1515000,13:43:48
15155,200,3031000,13:43:48
15155,100,1515500,13:43:46
15155,100,1515500,13:43:46
15150,200,3030000,13:43:46
15150,100,1515000,13:43:46
15150,100,1515000,13:43:44
15150,100,1515000,13:43:42
15150,100,1515000,13:43:40
15145,100,1514500,13:43:38
15150,100,1515000,13:43:38
15155,100,1515500,13:43:38
15155,200,3031000,13:43:37
15150,600,9090000,13:43:37
15140,200,3028000,13:43:37
15145,100,1514500,13:43:37
15145,400,6058000,13:43:37
15145,100,1514500,13:43:37
15140,100,1514000,13:43:35
15135,100,1513500,13:43:34
15130,100,1513000,13:43:33
15135,100,1513500,13:43:33
15140,100,1514000,13:43:31
15145,300,4543500,13:43:30
15135,100,1513500,13:43:30
15140,100,1514000,13:43:30
15135,100,1513500,13:43:30
15140,100,1514000,13:43:29
15135,100,1513500,13:43:29
15140,100,1514000,13:43:28
15150,300,4545000,13:43:27
15140,100,1514000,13:43:27
15145,100,1514500,13:43:26
15150,100,1515000,13:43:24
15150,300,4545000,13:43:24
15150,100,1515000,13:43:24
15150,600,9090000,13:43:24
15150,400,6060000,13:43:24
15145,300,4543500,13:43:24
15140,300,4542000,13:43:24
15135,1600,24216000,13:43:24
15140,100,1514000,13:43:24
15135,100,1513500,13:43:24
15145,100,1514500,13:43:23
15145,100,1514500,13:43:23
15140,200,3028000,13:43:23
15140,100,1514000,13:43:23
15145,100,1514500,13:43:22
15140,300,4542000,13:43:21
15145,100,1514500,13:43:21
15155,100,1515500,13:43:19
15145,100,1514500,13:43:18
15155,100,1515500,13:43:18
15145,100,1514500,13:43:18
15145,100,1514500,13:43:18
15145,100,1514500,13:43:17
15140,300,4542000,13:43:14
15145,200,3029000,13:43:14
15155,100,1515500,13:43:14
15155,100,1515500,13:43:13
15155,100,1515500,13:43:11
15150,200,3030000,13:43:11
15145,100,1514500,13:43:10
15150,100,1515000,13:43:10
15145,100,1514500,13:43:09
15140,300,4542000,13:43:09
15140,100,1514000,13:43:09
15150,100,1515000,13:43:08
15145,100,1514500,13:43:07
15150,200,3030000,13:43:07
15145,100,1514500,13:43:06
15150,200,3030000,13:43:06
15165,100,1516500,13:43:05
15160,100,1516000,13:43:05
15155,100,1515500,13:43:05
15155,300,4546500,13:43:05
15155,100,1515500,13:43:05
15150,100,1515000,13:43:04
15160,100,1516000,13:43:04
15165,100,1516500,13:43:04
15180,200,3036000,13:43:04
15180,800,12144000,13:43:04
15175,500,7587500,13:43:04
15170,300,4551000,13:43:04
15165,200,3033000,13:43:04
15170,100,1517000,13:43:02
15165,100,1516500,13:43:02
15170,100,1517000,13:43:01
15180,100,1518000,13:43:01
15180,100,1518000,13:43:01
15175,100,1517500,13:43:00
15175,100,1517500,13:43:00
15175,100,1517500,13:43:00
15165,100,1516500,13:43:00
15175,100,1517500,13:43:00
15170,800,12136000,13:42:58
15170,100,1517000,13:42:58
15165,700,10615500,13:42:58
15160,600,9096000,13:42:58
15155,100,1515500,13:42:58
15150,300,4545000,13:42:58
15145,100,1514500,13:42:57
15140,100,1514000,13:42:57
15145,200,3029000,13:42:55
15150,200,3030000,13:42:55
15155,100,1515500,13:42:55
15155,100,1515500,13:42:55
15155,100,1515500,13:42:55
15150,200,3030000,13:42:55
15140,300,4542000,13:42:55
15135,100,1513500,13:42:55
15130,200,3026000,13:42:55
15130,100,1513000,13:42:54
15130,100,1513000,13:42:54
15135,300,4540500,13:42:51
15130,100,1513000,13:42:51
15130,600,9078000,13:42:51
15130,100,1513000,13:42:50
15130,100,1513000,13:42:49
15125,500,7562500,13:42:49
15130,600,9078000,13:42:49
15130,100,1513000,13:42:49
15130,100,1513000,13:42:48
15140,100,1514000,13:42:47
15135,100,1513500,13:42:47
15140,100,1514000,13:42:47
15140,100,1514000,13:42:47
15135,700,10594500,13:42:47
15140,1300,19682000,13:42:47
15145,600,9087000,13:42:47
15150,5600,84840000,13:42:47
15155,300,4546500,13:42:47
15160,400,6064000,13:42:46
15170,100,1517000,13:42:46
15165,300,4549500,13:42:46
15170,500,7585000,13:42:46
15170,100,1517000,13:42:46
15175,100,1517500,13:42:44
15175,100,1517500,13:42:44
15175,200,3035000,13:42:43
15170,300,4551000,13:42:43
15165,100,1516500,13:42:43
15170,100,1517000,13:42:42
15165,300,4549500,13:42:42
15170,100,1517000,13:42:41
15175,100,1517500,13:42:41
15185,100,1518500,13:42:40
15180,100,1518000,13:42:40
15180,100,1518000,13:42:40
15180,100,1518000,13:42:39
15180,200,3036000,13:42:38
15175,100,1517500,13:42:38
15170,100,1517000,13:42:38
15165,100,1516500,13:42:37
15160,100,1516000,13:42:37
15165,100,1516500,13:42:37
15160,200,3032000,13:42:36
15155,500,7577500,13:42:36
15160,700,10612000,13:42:36
15165,300,4549500,13:42:36
15170,300,4551000,13:42:35
15175,400,6070000,13:42:35
15185,100,1518500,13:42:35
15180,100,1518000,13:42:35
15180,400,6072000,13:42:35
15185,200,3037000,13:42:35
15195,100,1519500,13:42:35
15190,100,1519000,13:42:34
15190,100,1519000,13:42:34
15190,100,1519000,13:42:33
15195,100,1519500,13:42:33
15185,200,3037000,13:42:32
15190,200,3038000,13:42:32
15195,100,1519500,13:42:32
15200,100,1520000,13:42:32
15190,100,1519000,13:42:31
15195,100,1519500,13:42:30
15200,100,1520000,13:42:30
15195,100,1519500,13:42:29
15200,1000,15200000,13:42:29
15195,100,1519500,13:42:29
15200,100,1520000,13:42:29
15200,500,7600000,13:42:29
15195,100,1519500,13:42:29
15195,100,1519500,13:42:29
15200,100,1520000,13:42:28
15195,3200,48624000,13:42:28
15195,100,1519500,13:42:28
15195,100,1519500,13:42:28
15190,2300,34937000,13:42:28
15190,200,3038000,13:42:28
15190,100,1519000,13:42:28
15190,100,1519000,13:42:28
15185,100,1518500,13:42:28
15185,100,1518500,13:42:28
15185,100,1518500,13:42:27
15175,100,1517500,13:42:27
15180,200,3036000,13:42:27
15185,100,1518500,13:42:27
15180,100,1518000,13:42:26
15180,100,1518000,13:42:26
15190,100,1519000,13:42:26
15190,100,1519000,13:42:26
15185,1100,16703500,13:42:26
15180,1300,19734000,13:42:26
15175,1400,21245000,13:42:26
15175,100,1517500,13:42:26
15175,100,1517500,13:42:26
15170,600,9102000,13:42:26
15170,100,1517000,13:42:26
15165,900,13648500,13:42:26
15160,100,1516000,13:42:26
15165,200,3033000,13:42:25
15160,100,1516000,13:42:25
15160,400,6064000,13:42:25
15155,300,4546500,13:42:24
15155,100,1515500,13:42:23
15160,100,1516000,13:42:23
15160,200,3032000,13:42:22
15155,1700,25763500,13:42:21
15150,500,7575000,13:42:21
15155,100,1515500,13:42:19
15155,100,1515500,13:42:18
15155,100,1515500,13:42:18
15150,100,1515000,13:42:17
15155,100,1515500,13:42:17
15155,100,1515500,13:42:17
15155,200,3031000,13:42:16
15150,200,3030000,13:42:16
15155,100,1515500,13:42:15
15150,200,3030000,13:42:14
15155,100,1515500,13:42:14
15155,100,1515500,13:42:14
15155,100,1515500,13:42:12
15155,100,1515500,13:42:12
15155,100,1515500,13:42:12
15160,100,1516000,13:42:11
15160,200,3032000,13:42:11
15160,300,4548000,13:42:10
15155,100,1515500,13:42:09
15155,100,1515500,13:42:09
15155,100,1515500,13:42:09
15155,300,4546500,13:42:09
15155,100,1515500,13:42:09
15150,100,1515000,13:42:08
15155,100,1515500,13:42:06
15155,100,1515500,13:42:05
15150,100,1515000,13:42:03
15150,300,4545000,13:42:03
15145,200,3029000,13:42:03
15145,100,1514500,13:42:02
15150,100,1515000,13:42:01
15145,200,3029000,13:41:59
15145,100,1514500,13:41:58
15150,100,1515000,13:41:58
15145,100,1514500,13:41:58
15145,100,1514500,13:41:58
15155,100,1515500,13:41:58
15150,200,3030000,13:41:58
15150,100,1515000,13:41:58
15145,100,1514500,13:41:58
15145,200,3029000,13:41:58
15140,100,1514000,13:41:58
15145,400,6058000,13:41:58
15140,100,1514000,13:41:58
15130,100,1513000,13:41:58
15140,100,1514000,13:41:57
15140,100,1514000,13:41:57
15130,200,3026000,13:41:57
15140,100,1514000,13:41:55
15140,100,1514000,13:41:55
15145,100,1514500,13:41:54
15140,300,4542000,13:41:54
15135,100,1513500,13:41:53
15130,100,1513000,13:41:53
15130,300,4539000,13:41:53
15135,1600,24216000,13:41:53
15140,600,9084000,13:41:53
15145,1500,22717500,13:41:53
15150,400,6060000,13:41:53
15160,100,1516000,13:41:53
15160,100,1516000,13:41:53
15150,100,1515000,13:41:52
15150,100,1515000,13:41:51
15155,100,1515500,13:41:51
15160,100,1516000,13:41:51
15155,100,1515500,13:41:50
15155,300,4546500,13:41:50
15150,400,6060000,13:41:49
15155,100,1515500,13:41:49
15160,100,1516000,13:41:48
15155,100,1515500,13:41:48
15160,100,1516000,13:41:48
15155,100,1515500,13:41:48
15155,200,3031000,13:41:47
15150,200,3030000,13:41:47
15150,200,3030000,13:41:47
15150,100,1515000,13:41:47
15160,500,7580000,13:41:46
15170,100,1517000,13:41:46
15165,100,1516500,13:41:46
15175,300,4552500,13:41:45
15170,200,3034000,13:41:45
15165,200,3033000,13:41:45
15160,200,3032000,13:41:45
15155,100,1515500,13:41:45
15150,100,1515000,13:41:44
15155,100,1515500,13:41:44
15155,100,1515500,13:41:44
15150,100,1515000,13:41:44
15155,100,1515500,13:41:44
15175,700,10622500,13:41:43
15170,600,9102000,13:41:43
15165,400,6066000,13:41:43
15160,200,3032000,13:41:43
15155,100,1515500,13:41:43
15150,200,3030000,13:41:42
15150,200,3030000,13:41:42
15155,200,3031000,13:41:42
15165,100,1516500,13:41:41
15165,400,6066000,13:41:40
15160,1300,19708000,13:41:40
15155,100,1515500,13:41:40
15155,100,1515500,13:41:40
15155,100,1515500,13:41:40
15150,100,1515000,13:41:40
15150,200,3030000,13:41:39
15160,300,4548000,13:41:39
15155,200,3031000,13:41:39
15155,400,6062000,13:41:39
15150,800,12120000,13:41:39
15150,100,1515000,13:41:37
15145,200,3029000,13:41:35
15140,100,1514000,13:41:35
15135,100,1513500,13:41:34
15145,100,1514500,13:41:33
15150,300,4545000,13:41:32
15150,500,7575000,13:41:32
15150,200,3030000,13:41:32
15145,100,1514500,13:41:32
15150,100,1515000,13:41:32
15150,100,1515000,13:41:32
15145,600,9087000,13:41:32
15140,1100,16654000,13:41:32
15140,200,3028000,13:41:32
15135,100,1513500,13:41:32
15135,800,12108000,13:41:31
15130,900,13617000,13:41:31
15125,600,9075000,13:41:31
15120,100,1512000,13:41:31
15115,200,3023000,13:41:31
15110,100,1511000,13:41:30
15110,100,1511000,13:41:30
15110,200,3022000,13:41:27
15105,100,1510500,13:41:26
15105,100,1510500,13:41:26
15110,100,1511000,13:41:25
15105,100,1510500,13:41:25
15100,100,1510000,13:41:23
15105,100,1510500,13:41:23
15120,3000,45360000,13:41:21
15120,200,3024000,13:41:21
15115,200,3023000,13:41:21
15120,600,9072000,13:41:18
15115,500,7557500,13:41:18
15110,400,6044000,13:41:18
15105,300,4531500,13:41:18
15100,600,9060000,13:41:17
15100,100,1510000,13:41:17
15105,200,3021000,13:41:15
15105,300,4531500,13:41:15
15105,200,3021000,13:41:13
15110,200,3022000,13:41:13
15115,300,4534500,13:41:09
15110,900,13599000,13:41:09
15110,100,1511000,13:41:06
15105,300,4531500,13:41:06
15110,100,1511000,13:41:04
15110,300,4533000,13:41:04
15110,100,1511000,13:41:04
15110,100,1511000,13:41:03
15105,100,1510500,13:41:02
15105,100,1510500,13:41:02
15100,300,4530000,13:41:02
15100,100,1510000,13:41:02
15100,100,1510000,13:41:01
15090,100,1509000,13:40:59
15095,300,4528500,13:40:58
15100,200,3020000,13:40:58
15105,100,1510500,13:40:58
15105,100,1510500,13:40:58
15105,100,1510500,13:40:58
15105,500,7552500,13:40:57
15105,100,1510500,13:40:57
15105,100,1510500,13:40:56
15110,100,1511000,13:40:55
15115,200,3023000,13:40:55
15110,200,3022000,13:40:54
15115,100,1511500,13:40:54
15125,100,1512500,13:40:54
15125,100,1512500,13:40:53
15125,100,1512500,13:40:53
15140,500,7570000,13:40:52
15135,200,3027000,13:40:52
15130,300,4539000,13:40:52
15125,200,3025000,13:40:52
15120,200,3024000,13:40:52
15120,300,4536000,13:40:52
15115,100,1511500,13:40:52
15115,300,4534500,13:40:48
15105,100,1510500,13:40:48
15110,100,1511000,13:40:48
15100,100,1510000,13:40:47
15110,100,1511000,13:40:46
15100,100,1510000,13:40:45
15105,100,1510500,13:40:45
15105,100,1510500,13:40:44
15110,100,1511000,13:40:44
15110,200,3022000,13:40:44
15100,1200,18120000,13:40:42
15095,300,4528500,13:40:42
15090,300,4527000,13:40:42
15085,600,9051000,13:40:42
15075,100,1507500,13:40:41
15080,100,1508000,13:40:41
15080,100,1508000,13:40:40
15080,200,3016000,13:40:39
15075,100,1507500,13:40:39
15075,100,1507500,13:40:39
15075,100,1507500,13:40:37
15075,100,1507500,13:40:36
15075,100,1507500,13:40:36
15075,100,1507500,13:40:35
15075,100,1507500,13:40:35
15080,500,7540000,13:40:35
15080,100,1508000,13:40:34
15075,200,3015000,13:40:34
15085,300,4525500,13:40:33
15080,200,3016000,13:40:33
15080,100,1508000,13:40:30
15085,100,1508500,13:40:30
15085,100,1508500,13:40:29
15075,100,1507500,13:40:29
15085,100,1508500,13:40:29
15080,100,1508000,13:40:28
15080,100,1508000,13:40:28
15080,100,1508000,13:40:26
15080,100,1508000,13:40:26
15075,100,1507500,13:40:26
15070,300,4521000,13:40:25
15070,100,1507000,13:40:25
15065,200,3013000,13:40:25
15070,100,1507000,13:40:25
15075,100,1507500,13:40:24
15075,100,1507500,13:40:24
15080,500,7540000,13:40:23
15085,100,1508500,13:40:23
15090,100,1509000,13:40:23
15090,100,1509000,13:40:22
15100,100,1510000,13:40:21
15095,200,3019000,13:40:20
15100,100,1510000,13:40:19
15080,500,7540000,13:40:18
15085,200,3017000,13:40:18
15090,200,3018000,13:40:18
15095,200,3019000,13:40:18
15100,100,1510000,13:40:18
15100,200,3020000,13:40:18
15110,100,1511000,13:40:18
15105,100,1510500,13:40:18
15100,100,1510000,13:40:17
15100,100,1510000,13:40:17
15100,100,1510000,13:40:16
15100,100,1510000,13:40:16
15095,100,1509500,13:40:16
15095,100,1509500,13:40:16
15090,100,1509000,13:40:16
15100,500,7550000,13:40:15
15110,100,1511000,13:40:15
15110,100,1511000,13:40:14
15105,100,1510500,13:40:14
15110,100,1511000,13:40:14
15110,100,1511000,13:40:14
15105,100,1510500,13:40:14
15115,300,4534500,13:40:13
15125,100,1512500,13:40:12
15130,100,1513000,13:40:12
15120,100,1512000,13:40:12
15125,100,1512500,13:40:11
15130,100,1513000,13:40:11
15120,100,1512000,13:40:11
15125,400,6050000,13:40:11
15135,200,3027000,13:40:11
15140,400,6056000,13:40:10
15140,100,1514000,13:40:10
15140,100,1514000,13:40:10
15135,200,3027000,13:40:10
15130,100,1513000,13:40:10
15130,1500,22695000,13:40:10
15125,200,3025000,13:40:10
15125,100,1512500,13:40:10
15120,1100,16632000,13:40:10
15115,200,3023000,13:40:10
15110,500,7555000,13:40:10
15105,500,7552500,13:40:10
15100,700,10570000,13:40:10
15095,400,6038000,13:40:10
15090,8300,125247000,13:40:10
15085,400,6034000,13:40:10
15085,100,1508500,13:40:10
15080,100,1508000,13:40:10
15085,100,1508500,13:40:08
15080,200,3016000,13:40:08
15075,300,4522500,13:40:08
15060,100,1506000,13:40:07
15060,200,3012000,13:40:07
15055,400,6022000,13:40:06
15055,300,4516500,13:40:06
15055,100,1505500,13:40:06
15060,700,10542000,13:40:06
15065,900,13558500,13:40:06
15075,100,1507500,13:40:06
15070,100,1507000,13:40:06
15070,400,6028000,13:40:05
15075,200,3015000,13:40:05
15085,100,1508500,13:40:05
15085,100,1508500,13:40:05
15090,100,1509000,13:40:04
15090,100,1509000,13:40:03
15085,100,1508500,13:40:03
15085,100,1508500,13:40:03
15080,100,1508000,13:40:00
15080,100,1508000,13:40:00
15085,100,1508500,13:40:00
15085,100,1508500,13:40:00
15085,400,6034000,13:39:59
15080,100,1508000,13:39:59
15075,100,1507500,13:39:58
15065,100,1506500,13:39:57
15070,100,1507000,13:39:57
15070,100,1507000,13:39:55
15070,100,1507000,13:39:54
15070,100,1507000,13:39:53
15070,400,6028000,13:39:53
15070,100,1507000,13:39:53
15075,200,3015000,13:39:53
15090,100,1509000,13:39:52
15090,100,1509000,13:39:52
15070,100,1507000,13:39:51
15075,100,1507500,13:39:51
15085,200,3017000,13:39:50
15080,300,4524000,13:39:50
15075,300,4522500,13:39:50
15075,100,1507500,13:39:50
15075,100,1507500,13:39:49
15070,100,1507000,13:39:49
15065,100,1506500,13:39:47
15065,100,1506500,13:39:46
15060,100,1506000,13:39:46
15055,100,1505500,13:39:46
15045,200,3009000,13:39:46
15050,300,4515000,13:39:46
15055,100,1505500,13:39:46
15060,100,1506000,13:39:44
15060,200,3012000,13:39:42
15065,300,4519500,13:39:42
15070,100,1507000,13:39:42
15065,100,1506500,13:39:42
15070,100,1507000,13:39:41
15070,100,1507000,13:39:41
15065,500,7532500,13:39:41
15060,700,10542000,13:39:41
15055,400,6022000,13:39:41
15055,100,1505500,13:39:41
15050,100,1505000,13:39:40
15045,100,1504500,13:39:40
15045,700,10531500,13:39:40
15040,100,1504000,13:39:38
15035,100,1503500,13:39:37
15030,1700,25551000,13:39:37
15035,200,3007000,13:39:37
15040,100,1504000,13:39:36
15030,100,1503000,13:39:34
15035,100,1503500,13:39:34
15035,100,1503500,13:39:33
15030,100,1503000,13:39:31
15030,100,1503000,13:39:31
15035,200,3007000,13:39:31
15035,100,1503500,13:39:31
15045,100,1504500,13:39:30
15040,100,1504000,13:39:30
15035,300,4510500,13:39:30
15035,100,1503500,13:39:30
15040,200,3008000,13:39:29
15045,100,1504500,13:39:29
15045,100,1504500,13:39:29
15050,100,1505000,13:39:29
15055,100,1505500,13:39:28
15050,100,1505000,13:39:28
15050,100,1505000,13:39:27
15060,100,1506000,13:39:24
15055,100,1505500,13:39:24
15060,400,6024000,13:39:24
15055,200,3011000,13:39:24
15045,100,1504500,13:39:21
15050,100,1505000,13:39:21
15045,100,1504500,13:39:21
15040,100,1504000,13:39:20
15035,600,9021000,13:39:20
15040,200,3008000,13:39:19
15045,100,1504500,13:39:19
15055,200,3011000,13:39:19
15050,200,3010000,13:39:19
15045,100,1504500,13:39:18
15050,2400,36120000,13:39:18
15055,500,7527500,13:39:18
15055,100,1505500,13:39:17
15055,300,4516500,13:39:16
15060,200,3012000,13:39:16
15065,100,1506500,13:39:14
15060,100,1506000,13:39:14
15060,100,1506000,13:39:13
15075,200,3015000,13:39:13
15080,100,1508000,13:39:13
15075,100,1507500,13:39:13
15075,100,1507500,13:39:13
15065,100,1506500,13:39:13
15065,300,4519500,13:39:13
15060,4200,63252000,13:39:13
15055,300,4516500,13:39:13
15050,100,1505000,13:39:13
15050,100,1505000,13:39:13
15050,100,1505000,13:39:12
15055,100,1505500,13:39:10
15055,100,1505500,13:39:10
15050,900,13545000,13:39:10
15045,400,6018000,13:39:10
15040,100,1504000,13:39:10
15040,100,1504000,13:39:10
15035,400,6014000,13:39:10
15030,300,4509000,13:39:10
15025,100,1502500,13:39:10
15025,100,1502500,13:39:10
15025,100,1502500,13:39:08
15030,300,4509000,13:39:07
15035,100,1503500,13:39:06
15035,300,4510500,13:39:04
15030,200,3006000,13:39:04
15035,100,1503500,13:39:04
15035,100,1503500,13:39:04
15045,100,1504500,13:39:02
15060,200,3012000,13:39:02
15055,1000,15055000,13:39:02
15050,300,4515000,13:39:02
15045,100,1504500,13:39:02
15035,100,1503500,13:39:02
15045,100,1504500,13:39:02
15040,100,1504000,13:39:02
15040,100,1504000,13:39:02
15030,100,1503000,13:39:01
15030,100,1503000,13:39:01
15025,100,1502500,13:39:01
15025,800,12020000,13:39:01
15025,100,1502500,13:39:01
15040,200,3008000,13:39:00
15035,200,3007000,13:39:00
15030,300,4509000,13:38:59
15035,200,3007000,13:38:59
15045,100,1504500,13:38:58
15045,100,1504500,13:38:58
15045,100,1504500,13:38:56
15045,100,1504500,13:38:56
15035,100,1503500,13:38:55
15045,100,1504500,13:38:55
15035,100,1503500,13:38:54
15035,100,1503500,13:38:54
15030,300,4509000,13:38:54
15045,100,1504500,13:38:53
15045,100,1504500,13:38:53
15035,100,1503500,13:38:53
15025,100,1502500,13:38:52
15035,100,1503500,13:38:52
15030,300,4509000,13:38:52
15030,100,1503000,13:38:52
15035,200,3007000,13:38:52
15040,500,7520000,13:38:52
15040,100,1504000,13:38:52
15045,600,9027000,13:38:52
15050,300,4515000,13:38:52
15055,100,1505500,13:38:51
15050,300,4515000,13:38:50
15055,100,1505500,13:38:50
15050,100,1505000,13:38:48
15045,100,1504500,13:38:47
15050,100,1505000,13:38:47
15055,100,1505500,13:38:47
15050,800,12040000,13:38:46
15055,100,1505500,13:38:46
15060,200,3012000,13:38:44
15050,100,1505000,13:38:44
15050,100,1505000,13:38:43
15060,100,1506000,13:38:43
15055,100,1505500,13:38:43
15055,100,1505500,13:38:43
15065,200,3013000,13:38:42
15060,300,4518000,13:38:42
15060,100,1506000,13:38:42
15060,100,1506000,13:38:42
15060,100,1506000,13:38:42
15060,100,1506000,13:38:42
15060,100,1506000,13:38:41
15065,100,1506500,13:38:41
15070,800,12056000,13:38:41
15075,300,4522500,13:38:41
15080,100,1508000,13:38:41
15075,100,1507500,13:38:41
15075,100,1507500,13:38:41
15080,100,1508000,13:38:41
15085,100,1508500,13:38:41
15085,100,1508500,13:38:41
15090,400,6036000,13:38:41
15090,400,6036000,13:38:41
15095,300,4528500,13:38:41
15100,1800,27180000,13:38:41
15105,400,6042000,13:38:39
15115,100,1511500,13:38:39
15110,100,1511000,13:38:39
15115,100,1511500,13:38:38
15115,100,1511500,13:38:38
15110,200,3022000,13:38:38
15110,100,1511000,13:38:38
15120,100,1512000,13:38:38
15120,100,1512000,13:38:38
15115,200,3023000,13:38:37
15110,100,1511000,13:38:37
15110,100,1511000,13:38:37
15110,100,1511000,13:38:37
15115,300,4534500,13:38:36
15120,600,9072000,13:38:36
15120,100,1512000,13:38:36
15120,200,3024000,13:38:36
15125,100,1512500,13:38:36
15125,1100,16637500,13:38:36
15125,200,3025000,13:38:36
