値段,株数,金額,時刻
14355,100,1435500,15:23:25
14360,100,1436000,15:23:25
14360,100,1436000,15:23:21
14355,100,1435500,15:23:18
14355,100,1435500,15:23:18
14355,100,1435500,15:23:18
14355,100,1435500,15:23:13
14360,500,7180000,15:23:12
14355,100,1435500,15:23:12
14355,100,1435500,15:23:12
14360,500,7180000,15:23:11
14355,100,1435500,15:23:10
14360,100,1436000,15:23:04
14355,200,2871000,15:23:02
14355,100,1435500,15:23:01
14360,100,1436000,15:23:01
14360,600,8616000,15:23:01
14360,300,4308000,15:23:00
14350,100,1435000,15:22:58
14360,400,5744000,15:22:58
14355,100,1435500,15:22:56
14360,100,1436000,15:22:55
14360,100,1436000,15:22:55
14355,100,1435500,15:22:55
14360,100,1436000,15:22:54
14350,100,1435000,15:22:52
14360,100,1436000,15:22:52
14350,100,1435000,15:22:52
14360,500,7180000,15:22:50
14355,1000,14355000,15:22:50
14360,1000,14360000,15:22:49
14360,100,1436000,15:22:49
14360,100,1436000,15:22:48
14360,200,2872000,15:22:48
14365,100,1436500,15:22:45
14365,100,1436500,15:22:44
14365,200,2873000,15:22:44
14360,200,2872000,15:22:44
14365,300,4309500,15:22:43
14365,100,1436500,15:22:43
14365,100,1436500,15:22:43
14365,200,2873000,15:22:42
14365,100,1436500,15:22:42
14370,100,1437000,15:22:37
14365,100,1436500,15:22:35
14370,100,1437000,15:22:34
14370,100,1437000,15:22:31
14375,300,4312500,15:22:28
14370,100,1437000,15:22:27
14370,300,4311000,15:22:27
14365,200,2873000,15:22:26
14365,100,1436500,15:22:26
14370,200,2874000,15:22:26
14365,100,1436500,15:22:26
14370,1000,14370000,15:22:26
14375,400,5750000,15:22:25
14370,100,1437000,15:22:23
14370,100,1437000,15:22:22
14370,100,1437000,15:22:19
14375,100,1437500,15:22:16
14375,100,1437500,15:22:13
14375,500,7187500,15:22:08
14380,100,1438000,15:22:08
14380,100,1438000,15:22:08
14380,100,1438000,15:22:02
14380,200,2876000,15:22:00
14385,100,1438500,15:21:58
14385,100,1438500,15:21:58
14380,100,1438000,15:21:56
14385,200,2877000,15:21:54
14380,100,1438000,15:21:52
14380,200,2876000,15:21:50
14390,100,1439000,15:21:47
14385,100,1438500,15:21:47
14385,100,1438500,15:21:46
14380,100,1438000,15:21:46
14385,100,1438500,15:21:46
14380,100,1438000,15:21:46
14375,100,1437500,15:21:45
14380,100,1438000,15:21:44
14380,300,4314000,15:21:44
14380,400,5752000,15:21:44
14380,1100,15818000,15:21:44
14380,100,1438000,15:21:41
14375,100,1437500,15:21:39
14390,100,1439000,15:21:37
14390,100,1439000,15:21:33
14385,100,1438500,15:21:32
14380,100,1438000,15:21:32
14380,100,1438000,15:21:32
14380,300,4314000,15:21:32
14380,100,1438000,15:21:30
14375,100,1437500,15:21:28
14375,600,8625000,15:21:28
14370,100,1437000,15:21:28
14370,100,1437000,15:21:25
14370,100,1437000,15:21:20
14370,500,7185000,15:21:20
14360,100,1436000,15:21:20
14370,100,1437000,15:21:18
14370,200,2874000,15:21:12
14365,100,1436500,15:21:12
14360,100,1436000,15:21:10
14365,300,4309500,15:21:10
14365,100,1436500,15:21:10
14365,100,1436500,15:21:10
14360,100,1436000,15:21:10
14355,100,1435500,15:21:06
14365,100,1436500,15:21:05
14365,100,1436500,15:21:05
14360,300,4308000,15:21:03
14360,100,1436000,15:21:03
14360,100,1436000,15:21:02
14365,500,7182500,15:21:00
14360,100,1436000,15:21:00
14360,200,2872000,15:21:00
14360,100,1436000,15:21:00
14360,100,1436000,15:20:57
14355,100,1435500,15:20:54
14360,200,2872000,15:20:54
14365,100,1436500,15:20:53
14365,100,1436500,15:20:50
14365,500,7182500,15:20:49
14360,300,4308000,15:20:48
14360,100,1436000,15:20:48
14355,200,2871000,15:20:46
14350,4500,64575000,15:20:46
14350,100,1435000,15:20:45
14355,100,1435500,15:20:45
14360,200,2872000,15:20:45
14355,100,1435500,15:20:43
14360,200,2872000,15:20:43
14360,1100,15796000,15:20:43
14355,200,2871000,15:20:42
14355,100,1435500,15:20:42
14350,100,1435000,15:20:41
14360,200,2872000,15:20:40
14355,100,1435500,15:20:39
14355,100,1435500,15:20:39
14355,100,1435500,15:20:36
14360,400,5744000,15:20:35
14360,100,1436000,15:20:35
14360,600,8616000,15:20:35
14355,100,1435500,15:20:33
14360,1200,17232000,15:20:33
14355,200,2871000,15:20:33
14360,100,1436000,15:20:33
14360,600,8616000,15:20:33
14365,200,2873000,15:20:33
14370,100,1437000,15:20:32
14365,100,1436500,15:20:29
14375,1000,14375000,15:20:23
14370,100,1437000,15:20:23
14370,100,1437000,15:20:22
14365,100,1436500,15:20:21
14365,300,4309500,15:20:21
14360,100,1436000,15:20:21
14360,100,1436000,15:20:21
14365,100,1436500,15:20:20
14370,100,1437000,15:20:17
14370,100,1437000,15:20:15
14370,100,1437000,15:20:15
14375,500,7187500,15:20:15
14375,100,1437500,15:20:15
14375,100,1437500,15:20:15
14380,100,1438000,15:20:14
14385,100,1438500,15:20:13
14385,100,1438500,15:20:13
14380,300,4314000,15:20:10
14380,100,1438000,15:20:10
14380,100,1438000,15:20:07
14395,100,1439500,15:20:07
14380,500,7190000,15:20:06
14380,100,1438000,15:20:06
14385,1000,14385000,15:20:06
14390,300,4317000,15:20:06
14390,100,1439000,15:20:06
14390,100,1439000,15:20:06
14395,100,1439500,15:20:06
14395,100,1439500,15:20:06
14400,100,1440000,15:20:03
14400,100,1440000,15:20:03
14395,100,1439500,15:20:02
14400,200,2880000,15:20:01
14405,600,8643000,15:19:59
14400,100,1440000,15:19:54
14405,100,1440500,15:19:53
14400,100,1440000,15:19:52
14410,100,1441000,15:19:52
14410,100,1441000,15:19:52
14410,100,1441000,15:19:52
14395,300,4318500,15:19:52
14390,300,4317000,15:19:51
14390,500,7195000,15:19:51
14395,100,1439500,15:19:51
14395,400,5758000,15:19:51
14400,100,1440000,15:19:51
14400,1800,25920000,15:19:51
14405,900,12964500,15:19:51
14410,300,4323000,15:19:51
14420,100,1442000,15:19:49
14415,100,1441500,15:19:49
14415,100,1441500,15:19:46
14420,100,1442000,15:19:44
14415,100,1441500,15:19:44
14410,100,1441000,15:19:43
14410,100,1441000,15:19:43
14420,900,12978000,15:19:43
14415,100,1441500,15:19:43
14420,100,1442000,15:19:41
14420,100,1442000,15:19:40
14420,100,1442000,15:19:39
14415,200,2883000,15:19:39
14415,300,4324500,15:19:39
14410,1100,15851000,15:19:38
14415,100,1441500,15:19:38
14410,100,1441000,15:19:38
14420,100,1442000,15:19:37
14415,100,1441500,15:19:35
14415,100,1441500,15:19:33
14415,100,1441500,15:19:33
14415,100,1441500,15:19:33
14415,200,2883000,15:19:32
14415,100,1441500,15:19:28
14415,1100,15856500,15:19:28
14415,500,7207500,15:19:28
14415,100,1441500,15:19:26
14410,100,1441000,15:19:26
14415,100,1441500,15:19:25
14410,400,5764000,15:19:25
14410,100,1441000,15:19:24
14410,100,1441000,15:19:23
14405,100,1440500,15:19:21
14405,100,1440500,15:19:20
14405,100,1440500,15:19:20
14400,500,7200000,15:19:18
14405,100,1440500,15:19:15
14405,100,1440500,15:19:13
14405,100,1440500,15:19:11
14400,1100,15840000,15:19:10
14400,100,1440000,15:19:10
14400,100,1440000,15:19:05
14400,100,1440000,15:19:04
14400,100,1440000,15:19:02
14400,100,1440000,15:18:59
14395,100,1439500,15:18:59
14395,100,1439500,15:18:58
14390,100,1439000,15:18:57
14395,100,1439500,15:18:55
14390,200,2878000,15:18:53
14390,100,1439000,15:18:53
14390,100,1439000,15:18:53
14390,100,1439000,15:18:52
14400,200,2880000,15:18:52
14395,2500,35987500,15:18:52
14400,500,7200000,15:18:52
14405,200,2881000,15:18:52
14405,200,2881000,15:18:46
14415,100,1441500,15:18:45
14400,200,2880000,15:18:44
14415,200,2883000,15:18:43
14415,100,1441500,15:18:43
14410,400,5764000,15:18:43
14405,100,1440500,15:18:43
14410,100,1441000,15:18:43
14405,500,7202500,15:18:43
14400,2500,36000000,15:18:43
14395,200,2879000,15:18:43
14395,100,1439500,15:18:40
14395,300,4318500,15:18:39
14390,300,4317000,15:18:36
14390,300,4317000,15:18:35
14390,100,1439000,15:18:35
14385,100,1438500,15:18:35
14385,300,4315500,15:18:34
14385,200,2877000,15:18:34
14380,200,2876000,15:18:34
14380,800,11504000,15:18:31
14370,100,1437000,15:18:29
14380,100,1438000,15:18:26
14375,100,1437500,15:18:26
14380,100,1438000,15:18:25
14375,100,1437500,15:18:25
14375,100,1437500,15:18:24
14375,100,1437500,15:18:24
14375,100,1437500,15:18:23
14375,500,7187500,15:18:22
14375,100,1437500,15:18:22
14370,100,1437000,15:18:21
14370,900,12933000,15:18:21
14365,600,8619000,15:18:21
14360,500,7180000,15:18:21
14355,2200,31581000,15:18:21
14350,700,10045000,15:18:21
14350,100,1435000,15:18:20
14350,100,1435000,15:18:19
14345,100,1434500,15:18:18
14350,100,1435000,15:18:18
14350,500,7175000,15:18:17
14350,100,1435000,15:18:14
14345,300,4303500,15:18:12
14345,100,1434500,15:18:12
14350,100,1435000,15:18:08
14345,100,1434500,15:18:08
14350,100,1435000,15:18:07
14350,100,1435000,15:18:03
14345,200,2869000,15:18:00
14355,100,1435500,15:17:51
14350,100,1435000,15:17:47
14350,100,1435000,15:17:46
14350,100,1435000,15:17:43
14350,100,1435000,15:17:42
14350,100,1435000,15:17:37
14350,100,1435000,15:17:36
14350,900,12915000,15:17:35
14350,100,1435000,15:17:35
14350,100,1435000,15:17:33
14350,100,1435000,15:17:32
14355,200,2871000,15:17:26
14350,1000,14350000,15:17:24
14350,100,1435000,15:17:24
14350,500,7175000,15:17:22
14345,300,4303500,15:17:22
14345,800,11476000,15:17:18
14340,100,1434000,15:17:18
14345,100,1434500,15:17:18
14345,100,1434500,15:17:16
14350,100,1435000,15:17:07
14345,400,5738000,15:17:07
14345,200,2869000,15:17:05
14345,300,4303500,15:17:05
14345,400,5738000,15:17:00
14340,400,5736000,15:17:00
14335,100,1433500,15:16:58
14340,800,11472000,15:16:58
14350,200,2870000,15:16:51
14340,100,1434000,15:16:47
14350,100,1435000,15:16:46
14345,100,1434500,15:16:46
14345,500,7172500,15:16:46
14340,100,1434000,15:16:45
14340,300,4302000,15:16:45
14340,100,1434000,15:16:43
14335,600,8601000,15:16:43
14335,200,2867000,15:16:40
14335,100,1433500,15:16:36
14330,500,7165000,15:16:36
14325,100,1432500,15:16:33
14325,100,1432500,15:16:33
14325,100,1432500,15:16:30
14325,100,1432500,15:16:29
14320,100,1432000,15:16:29
14320,100,1432000,15:16:28
14325,100,1432500,15:16:22
14325,100,1432500,15:16:17
14330,100,1433000,15:16:17
14330,100,1433000,15:16:13
14325,300,4297500,15:16:11
14325,200,2865000,15:16:08
14325,100,1432500,15:16:08
14320,1600,22912000,15:16:07
14325,200,2865000,15:16:03
14325,100,1432500,15:16:03
14310,100,1431000,15:16:02
14320,100,1432000,15:16:02
14315,500,7157500,15:16:02
14310,200,2862000,15:16:00
14310,100,1431000,15:15:56
14310,100,1431000,15:15:56
14305,100,1430500,15:15:54
14305,100,1430500,15:15:53
14305,100,1430500,15:15:48
14300,1000,14300000,15:15:47
14305,100,1430500,15:15:46
14305,100,1430500,15:15:45
14310,200,2862000,15:15:45
14305,300,4291500,15:15:39
14300,100,1430000,15:15:37
14305,100,1430500,15:15:33
14310,100,1431000,15:15:31
14305,200,2861000,15:15:30
14305,100,1430500,15:15:25
14310,100,1431000,15:15:25
14310,100,1431000,15:15:24
14315,100,1431500,15:15:23
14315,500,7157500,15:15:22
14310,1200,17172000,15:15:22
14310,400,5724000,15:15:22
14310,1100,15741000,15:15:22
14305,100,1430500,15:15:19
14305,100,1430500,15:15:19
14315,100,1431500,15:15:15
14310,200,2862000,15:15:13
14310,100,1431000,15:15:13
14320,600,8592000,15:15:11
14315,100,1431500,15:15:09
14315,100,1431500,15:15:06
14320,100,1432000,15:15:06
14315,100,1431500,15:15:05
14310,100,1431000,15:15:04
14310,100,1431000,15:15:04
14310,100,1431000,15:15:04
14320,100,1432000,15:15:02
14310,100,1431000,15:15:01
14310,100,1431000,15:15:01
14315,100,1431500,15:15:01
14320,600,8592000,15:15:01
14325,400,5730000,15:15:01
14335,100,1433500,15:15:00
14335,100,1433500,15:14:54
14325,100,1432500,15:14:49
14325,100,1432500,15:14:45
14345,1300,18648500,15:14:44
14340,500,7170000,15:14:44
14335,500,7167500,15:14:44
14330,200,2866000,15:14:44
14325,100,1432500,15:14:41
14330,100,1433000,15:14:38
14325,100,1432500,15:14:38
14325,300,4297500,15:14:38
14325,100,1432500,15:14:38
14330,700,10031000,15:14:37
14335,100,1433500,15:14:37
14335,300,4300500,15:14:37
14340,100,1434000,15:14:36
14340,100,1434000,15:14:36
14340,100,1434000,15:14:36
14340,500,7170000,15:14:35
14340,100,1434000,15:14:35
14345,100,1434500,15:14:26
14350,400,5740000,15:14:24
14345,100,1434500,15:14:21
14345,100,1434500,15:14:21
14345,100,1434500,15:14:15
14350,100,1435000,15:14:14
14345,100,1434500,15:14:14
14350,600,8610000,15:14:13
14350,100,1435000,15:14:13
14350,100,1435000,15:14:10
14350,100,1435000,15:14:05
14345,100,1434500,15:14:05
14345,100,1434500,15:14:04
14345,100,1434500,15:14:00
14345,300,4303500,15:13:59
14340,100,1434000,15:13:59
14340,100,1434000,15:13:59
14335,200,2867000,15:13:59
14340,300,4302000,15:13:59
14355,100,1435500,15:13:56
14345,100,1434500,15:13:52
14340,300,4302000,15:13:52
14340,100,1434000,15:13:52
14335,100,1433500,15:13:49
14345,100,1434500,15:13:47
14340,200,2868000,15:13:47
14345,200,2869000,15:13:46
14335,400,5734000,15:13:46
14335,200,2867000,15:13:46
14325,100,1432500,15:13:46
14325,200,2865000,15:13:46
14330,200,2866000,15:13:43
14335,100,1433500,15:13:43
14335,100,1433500,15:13:43
14335,100,1433500,15:13:43
14345,100,1434500,15:13:42
14340,100,1434000,15:13:41
14340,300,4302000,15:13:41
14340,100,1434000,15:13:41
14345,400,5738000,15:13:41
14345,200,2869000,15:13:41
14355,100,1435500,15:13:41
14350,2800,40180000,15:13:40
14350,3300,47355000,15:13:40
14350,1300,18655000,15:13:40
14350,100,1435000,15:13:40
14350,100,1435000,15:13:40
14355,100,1435500,15:13:38
14365,100,1436500,15:13:37
14355,100,1435500,15:13:37
14355,100,1435500,15:13:37
14360,100,1436000,15:13:37
14360,100,1436000,15:13:37
14360,100,1436000,15:13:37
14360,100,1436000,15:13:37
14355,800,11484000,15:13:37
14360,700,10052000,15:13:37
14360,100,1436000,15:13:36
14365,200,2873000,15:13:36
14365,200,2873000,15:13:36
14365,300,4309500,15:13:36
14365,200,2873000,15:13:36
14370,100,1437000,15:13:35
14370,100,1437000,15:13:30
14370,100,1437000,15:13:29
14365,100,1436500,15:13:27
14365,100,1436500,15:13:27
14370,400,5748000,15:13:27
14370,100,1437000,15:13:26
14365,100,1436500,15:13:25
14365,300,4309500,15:13:25
14370,400,5748000,15:13:16
14365,100,1436500,15:13:16
14365,100,1436500,15:13:15
14365,100,1436500,15:13:15
14365,200,2873000,15:13:15
14360,100,1436000,15:13:07
14365,100,1436500,15:13:07
14365,200,2873000,15:13:07
14360,600,8616000,15:13:07
14355,100,1435500,15:13:06
14355,300,4306500,15:13:06
14360,100,1436000,15:13:02
14355,100,1435500,15:13:01
14355,100,1435500,15:12:59
14355,100,1435500,15:12:58
14355,100,1435500,15:12:58
14360,1100,15796000,15:12:58
14355,200,2871000,15:12:57
14355,100,1435500,15:12:56
14350,100,1435000,15:12:56
14350,100,1435000,15:12:56
14355,100,1435500,15:12:53
14355,100,1435500,15:12:50
14355,100,1435500,15:12:45
14360,100,1436000,15:12:43
14360,100,1436000,15:12:41
14350,400,5740000,15:12:40
14355,100,1435500,15:12:39
14360,100,1436000,15:12:38
14360,100,1436000,15:12:37
14360,100,1436000,15:12:37
14360,400,5744000,15:12:34
14355,200,2871000,15:12:32
14360,100,1436000,15:12:32
14355,100,1435500,15:12:32
14355,100,1435500,15:12:31
14350,100,1435000,15:12:31
14350,100,1435000,15:12:31
14360,100,1436000,15:12:31
14360,100,1436000,15:12:30
14355,100,1435500,15:12:29
14355,400,5742000,15:12:29
14360,1500,21540000,15:12:29
14355,100,1435500,15:12:28
14365,100,1436500,15:12:23
14360,100,1436000,15:12:21
14355,100,1435500,15:12:21
14365,200,2873000,15:12:19
14355,100,1435500,15:12:19
14360,100,1436000,15:12:19
14355,100,1435500,15:12:19
14360,300,4308000,15:12:19
14370,100,1437000,15:12:17
14365,300,4309500,15:12:16
14375,100,1437500,15:12:16
14365,100,1436500,15:12:16
14365,100,1436500,15:12:16
14380,200,2876000,15:12:15
14375,100,1437500,15:12:14
14375,100,1437500,15:12:13
14380,200,2876000,15:12:13
14380,100,1438000,15:12:10
14375,100,1437500,15:12:07
14370,100,1437000,15:12:07
14370,200,2874000,15:12:07
14380,100,1438000,15:12:06
14380,100,1438000,15:12:05
14370,100,1437000,15:12:05
14375,100,1437500,15:12:05
14375,100,1437500,15:12:05
14370,100,1437000,15:12:03
14360,100,1436000,15:12:01
14375,100,1437500,15:11:59
14375,100,1437500,15:11:59
14375,100,1437500,15:11:59
14375,100,1437500,15:11:59
14375,100,1437500,15:11:59
14375,100,1437500,15:11:59
14375,200,2875000,15:11:59
14380,300,4314000,15:11:59
14390,100,1439000,15:11:57
14385,100,1438500,15:11:57
14385,100,1438500,15:11:57
14390,100,1439000,15:11:56
14390,100,1439000,15:11:56
14380,100,1438000,15:11:54
14370,100,1437000,15:11:54
14380,300,4314000,15:11:53
14375,400,5750000,15:11:53
14370,200,2874000,15:11:53
14370,100,1437000,15:11:51
14365,100,1436500,15:11:51
14365,200,2873000,15:11:50
14360,200,2872000,15:11:49
14355,800,11484000,15:11:49
14350,400,5740000,15:11:48
14345,100,1434500,15:11:48
14340,100,1434000,15:11:48
14345,300,4303500,15:11:48
14340,100,1434000,15:11:47
14330,200,2866000,15:11:45
14330,100,1433000,15:11:45
14320,300,4296000,15:11:42
14315,100,1431500,15:11:41
14305,100,1430500,15:11:41
14310,300,4293000,15:11:41
14305,400,5722000,15:11:36
14305,200,2861000,15:11:36
14300,100,1430000,15:11:32
14300,100,1430000,15:11:29
14300,100,1430000,15:11:29
14305,100,1430500,15:11:28
14300,200,2860000,15:11:27
14300,100,1430000,15:11:26
14295,100,1429500,15:11:26
14295,400,5718000,15:11:25
14300,100,1430000,15:11:21
14305,100,1430500,15:11:21
14300,100,1430000,15:11:20
14300,100,1430000,15:11:20
14295,300,4288500,15:11:17
14300,100,1430000,15:11:17
14295,100,1429500,15:11:16
14290,100,1429000,15:11:15
14285,100,1428500,15:11:15
14290,200,2858000,15:11:15
14295,100,1429500,15:11:15
14300,100,1430000,15:11:15
14300,100,1430000,15:11:15
14295,300,4288500,15:11:15
14300,100,1430000,15:11:15
14300,100,1430000,15:11:15
14305,100,1430500,15:11:15
14315,100,1431500,15:11:12
14315,100,1431500,15:11:12
14310,100,1431000,15:11:12
14305,500,7152500,15:11:12
14300,100,1430000,15:11:12
14300,100,1430000,15:11:11
14295,100,1429500,15:11:10
14285,500,7142500,15:11:10
14290,400,5716000,15:11:10
14295,100,1429500,15:11:10
14300,1500,21450000,15:11:10
14295,100,1429500,15:11:10
14295,400,5718000,15:11:10
14290,9400,134326000,15:11:10
14290,100,1429000,15:11:10
14285,100,1428500,15:11:07
14290,100,1429000,15:11:00
14285,100,1428500,15:10:58
14280,100,1428000,15:10:58
14285,100,1428500,15:10:56
14285,100,1428500,15:10:48
14285,100,1428500,15:10:44
14285,200,2857000,15:10:41
14290,100,1429000,15:10:41
14285,100,1428500,15:10:37
14290,200,2858000,15:10:37
14285,400,5714000,15:10:37
14280,100,1428000,15:10:30
14280,100,1428000,15:10:28
14280,100,1428000,15:10:26
14285,100,1428500,15:10:26
14280,100,1428000,15:10:17
14290,100,1429000,15:10:17
14295,200,2859000,15:10:13
14295,100,1429500,15:10:13
14285,200,2857000,15:10:13
14290,100,1429000,15:10:13
14280,200,2856000,15:10:13
14285,300,4285500,15:10:13
14290,300,4287000,15:10:13
14295,100,1429500,15:10:08
14295,100,1429500,15:10:07
14290,100,1429000,15:10:04
14295,100,1429500,15:10:04
14295,100,1429500,15:10:04
14290,100,1429000,15:10:04
14290,100,1429000,15:10:01
14290,400,5716000,15:10:00
14285,1000,14285000,15:10:00
14285,100,1428500,15:10:00
14280,800,11424000,15:10:00
14275,800,11420000,15:10:00
14270,700,9989000,15:10:00
14265,100,1426500,15:10:00
14265,100,1426500,15:09:58
14260,100,1426000,15:09:57
14260,100,1426000,15:09:54
14265,300,4279500,15:09:52
14255,600,8553000,15:09:52
14260,100,1426000,15:09:52
14265,100,1426500,15:09:52
14260,400,5704000,15:09:51
14255,100,1425500,15:09:51
14250,100,1425000,15:09:50
14255,100,1425500,15:09:50
14250,500,7125000,15:09:50
14255,100,1425500,15:09:50
14250,100,1425000,15:09:50
14260,100,1426000,15:09:49
14260,100,1426000,15:09:47
14255,100,1425500,15:09:47
14260,200,2852000,15:09:47
14260,100,1426000,15:09:47
14265,900,12838500,15:09:45
14270,500,7135000,15:09:45
14275,100,1427500,15:09:45
14275,200,2855000,15:09:45
14280,100,1428000,15:09:42
14290,400,5716000,15:09:42
14285,300,4285500,15:09:42
14280,100,1428000,15:09:41
14275,100,1427500,15:09:41
14285,100,1428500,15:09:40
14285,100,1428500,15:09:40
14285,200,2857000,15:09:40
14280,100,1428000,15:09:40
14275,100,1427500,15:09:40
14280,700,9996000,15:09:39
14280,100,1428000,15:09:39
14285,200,2857000,15:09:38
14290,1100,15719000,15:09:36
14285,100,1428500,15:09:36
14285,100,1428500,15:09:36
14285,100,1428500,15:09:36
14285,100,1428500,15:09:36
14285,100,1428500,15:09:34
14285,100,1428500,15:09:34
14290,300,4287000,15:09:34
14285,100,1428500,15:09:34
14285,100,1428500,15:09:34
14285,100,1428500,15:09:33
14285,100,1428500,15:09:32
14285,100,1428500,15:09:32
14285,100,1428500,15:09:32
14295,100,1429500,15:09:31
14290,100,1429000,15:09:31
14295,400,5718000,15:09:31
14300,5600,80080000,15:09:31
14300,100,1430000,15:09:31
14305,800,11444000,15:09:29
14310,900,12879000,15:09:28
14315,900,12883500,15:09:28
14315,100,1431500,15:09:28
14320,100,1432000,15:09:19
14320,100,1432000,15:09:19
14325,100,1432500,15:09:19
14320,100,1432000,15:09:16
14320,100,1432000,15:09:16
14320,200,2864000,15:09:15
14320,100,1432000,15:09:15
14325,100,1432500,15:09:14
14320,600,8592000,15:09:12
14320,100,1432000,15:09:11
14325,100,1432500,15:09:11
14320,100,1432000,15:09:11
14325,100,1432500,15:09:06
14330,100,1433000,15:09:06
14325,100,1432500,15:09:04
14330,100,1433000,15:09:03
14330,400,5732000,15:09:02
14330,100,1433000,15:09:01
14325,200,2865000,15:09:01
14325,100,1432500,15:09:01
14325,100,1432500,15:09:01
14325,100,1432500,15:09:01
14330,100,1433000,15:09:00
14330,800,11464000,15:09:00
14335,100,1433500,15:08:59
14335,200,2867000,15:08:59
14330,100,1433000,15:08:58
14335,100,1433500,15:08:57
14330,100,1433000,15:08:57
14335,100,1433500,15:08:54
14335,100,1433500,15:08:51
14335,100,1433500,15:08:50
14335,400,5734000,15:08:50
14335,1000,14335000,15:08:50
14335,400,5734000,15:08:50
14340,100,1434000,15:08:48
14340,100,1434000,15:08:47
14335,100,1433500,15:08:47
14345,100,1434500,15:08:46
14335,100,1433500,15:08:44
14340,100,1434000,15:08:44
14345,100,1434500,15:08:40
14340,100,1434000,15:08:40
14340,100,1434000,15:08:38
14345,100,1434500,15:08:37
14340,300,4302000,15:08:36
14340,100,1434000,15:08:35
14345,100,1434500,15:08:35
14345,100,1434500,15:08:35
14345,100,1434500,15:08:35
14345,100,1434500,15:08:35
14350,100,1435000,15:08:33
14350,100,1435000,15:08:33
14350,300,4305000,15:08:33
14350,800,11480000,15:08:33
14350,100,1435000,15:08:33
14350,300,4305000,15:08:31
14350,100,1435000,15:08:29
14350,100,1435000,15:08:29
14345,100,1434500,15:08:29
14340,300,4302000,15:08:29
14340,100,1434000,15:08:29
14340,100,1434000,15:08:29
14340,100,1434000,15:08:26
14340,200,2868000,15:08:25
14340,100,1434000,15:08:24
14335,100,1433500,15:08:22
14340,100,1434000,15:08:22
14340,100,1434000,15:08:21
14340,100,1434000,15:08:21
14345,100,1434500,15:08:20
14340,100,1434000,15:08:18
14340,200,2868000,15:08:18
14340,100,1434000,15:08:14
14340,100,1434000,15:08:14
14340,100,1434000,15:08:14
14345,200,2869000,15:08:11
14340,100,1434000,15:08:10
14340,100,1434000,15:08:07
14340,100,1434000,15:08:02
14340,100,1434000,15:08:01
14335,100,1433500,15:07:59
14335,100,1433500,15:07:58
