値段,株数,金額,時刻
16130,82500,1330725000,15:30:00
15880,200,3176000,15:24:59
15890,200,3178000,15:24:59
16045,100,1604500,15:24:59
15910,100,1591000,15:24:59
15900,100,1590000,15:24:59
15905,100,1590500,15:24:59
15900,800,12720000,15:24:59
15910,100,1591000,15:24:59
15910,300,4773000,15:24:59
15930,100,1593000,15:24:59
15930,100,1593000,15:24:59
15940,100,1594000,15:24:59
15945,100,1594500,15:24:59
15950,800,12760000,15:24:59
15955,100,1595500,15:24:59
15960,100,1596000,15:24:59
15960,100,1596000,15:24:59
15960,100,1596000,15:24:59
15965,100,1596500,15:24:59
15970,200,3194000,15:24:59
15975,200,3195000,15:24:59
16045,100,1604500,15:24:59
16015,100,1601500,15:24:59
16045,100,1604500,15:24:59
16045,100,1604500,15:24:59
15985,100,1598500,15:24:57
16030,200,3206000,15:24:57
15975,100,1597500,15:24:57
15980,100,1598000,15:24:57
15980,100,1598000,15:24:57
16000,100,1600000,15:24:57
15980,100,1598000,15:24:57
15980,200,3196000,15:24:57
15980,100,1598000,15:24:57
15980,100,1598000,15:24:57
16000,100,1600000,15:24:57
15980,100,1598000,15:24:57
16000,100,1600000,15:24:57
15980,100,1598000,15:24:57
15980,100,1598000,15:24:57
15980,100,1598000,15:24:57
15985,100,1598500,15:24:57
15985,100,1598500,15:24:57
15995,300,4798500,15:24:57
16110,100,1611000,15:24:57
16000,100,1600000,15:24:56
15995,100,1599500,15:24:56
16000,100,1600000,15:24:56
15980,100,1598000,15:24:56
15985,100,1598500,15:24:56
15985,100,1598500,15:24:56
15985,100,1598500,15:24:56
15985,100,1598500,15:24:56
15995,100,1599500,15:24:56
16000,1800,28800000,15:24:56
16000,2100,33600000,15:24:56
16005,300,4801500,15:24:56
16000,2400,38400000,15:24:56
16030,100,1603000,15:24:56
16005,300,4801500,15:24:56
16010,900,14409000,15:24:56
16015,100,1601500,15:24:56
16025,200,3205000,15:24:56
16030,100,1603000,15:24:56
16030,100,1603000,15:24:56
16025,100,1602500,15:24:56
16030,100,1603000,15:24:56
16035,200,3207000,15:24:56
16030,200,3206000,15:24:56
16035,100,1603500,15:24:56
16040,100,1604000,15:24:56
16045,200,3209000,15:24:56
16040,200,3208000,15:24:56
16045,100,1604500,15:24:56
16045,1100,17649500,15:24:56
16050,400,6420000,15:24:56
16055,100,1605500,15:24:56
16065,500,8032500,15:24:56
16070,100,1607000,15:24:56
16070,100,1607000,15:24:56
16075,100,1607500,15:24:56
16075,100,1607500,15:24:56
16080,100,1608000,15:24:56
16085,100,1608500,15:24:56
16130,100,1613000,15:24:56
16085,100,1608500,15:24:56
16135,200,3227000,15:24:56
16080,100,1608000,15:24:56
16095,100,1609500,15:24:56
16090,100,1609000,15:24:56
16095,200,3219000,15:24:56
16100,100,1610000,15:24:56
16100,100,1610000,15:24:56
16105,100,1610500,15:24:56
16100,400,6440000,15:24:56
16105,200,3221000,15:24:56
16110,100,1611000,15:24:56
16115,100,1611500,15:24:56
16140,200,3228000,15:24:55
16135,300,4840500,15:24:55
16130,200,3226000,15:24:55
16125,600,9675000,15:24:54
16125,100,1612500,15:24:53
16125,100,1612500,15:24:52
16125,100,1612500,15:24:52
16125,100,1612500,15:24:52
16085,200,3217000,15:24:50
16135,100,1613500,15:24:50
16115,100,1611500,15:24:48
16100,300,4830000,15:24:48
16095,200,3219000,15:24:48
16065,300,4819500,15:24:47
16090,100,1609000,15:24:47
16065,200,3213000,15:24:47
16070,100,1607000,15:24:47
16095,200,3219000,15:24:47
16095,300,4828500,15:24:46
16090,100,1609000,15:24:46
16070,100,1607000,15:24:46
16070,100,1607000,15:24:46
16070,100,1607000,15:24:46
16065,100,1606500,15:24:46
16070,100,1607000,15:24:46
16075,100,1607500,15:24:46
16085,100,1608500,15:24:46
16085,100,1608500,15:24:46
16070,100,1607000,15:24:46
16070,100,1607000,15:24:46
16085,100,1608500,15:24:46
16070,200,3214000,15:24:46
16075,600,9645000,15:24:46
16080,100,1608000,15:24:46
16080,100,1608000,15:24:46
16090,200,3218000,15:24:46
16085,100,1608500,15:24:46
16075,100,1607500,15:24:46
16080,100,1608000,15:24:46
16090,100,1609000,15:24:46
16080,1600,25728000,15:24:46
16095,100,1609500,15:24:46
16085,100,1608500,15:24:46
16085,200,3217000,15:24:46
16100,100,1610000,15:24:46
16090,500,8045000,15:24:46
16095,300,4828500,15:24:46
16100,2900,46690000,15:24:46
16100,2400,38640000,15:24:46
16105,100,1610500,15:24:46
16105,100,1610500,15:24:46
16110,100,1611000,15:24:46
16110,100,1611000,15:24:44
16120,200,3224000,15:24:44
16115,400,6446000,15:24:44
16120,400,6448000,15:24:44
16120,100,1612000,15:24:41
16145,100,1614500,15:24:41
16120,100,1612000,15:24:40
16145,200,3229000,15:24:40
16110,100,1611000,15:24:40
16110,100,1611000,15:24:40
16105,200,3221000,15:24:40
16105,1000,16105000,15:24:40
16110,500,8055000,15:24:40
16115,100,1611500,15:24:40
16115,100,1611500,15:24:40
16120,100,1612000,15:24:40
16115,300,4834500,15:24:40
16120,100,1612000,15:24:40
16135,100,1613500,15:24:40
16125,100,1612500,15:24:40
16110,1300,20943000,15:24:40
16125,100,1612500,15:24:40
16115,300,4834500,15:24:40
16115,400,6446000,15:24:40
16120,300,4836000,15:24:40
16120,400,6448000,15:24:40
16125,700,11287500,15:24:40
16130,100,1613000,15:24:40
16130,200,3226000,15:24:40
16130,300,4839000,15:24:40
16135,300,4840500,15:24:40
16135,400,6454000,15:24:40
16140,600,9684000,15:24:40
16145,100,1614500,15:24:40
16150,100,1615000,15:24:40
16155,100,1615500,15:24:40
16160,100,1616000,15:24:39
16160,100,1616000,15:24:39
16155,100,1615500,15:24:39
16165,200,3233000,15:24:39
16170,100,1617000,15:24:35
16180,100,1618000,15:24:35
16180,100,1618000,15:24:35
16175,100,1617500,15:24:35
16175,100,1617500,15:24:35
16170,100,1617000,15:24:35
16170,300,4851000,15:24:34
16170,200,3234000,15:24:34
16145,100,1614500,15:24:34
16150,1600,25840000,15:24:34
16155,100,1615500,15:24:34
16150,900,14535000,15:24:34
16150,2400,38760000,15:24:34
16155,300,4846500,15:24:34
16160,500,8080000,15:24:34
16165,300,4849500,15:24:34
16170,500,8085000,15:24:34
16175,100,1617500,15:24:34
16175,300,4852500,15:24:34
16180,600,9708000,15:24:34
16180,400,6472000,15:24:34
16185,800,12948000,15:24:34
16190,200,3238000,15:24:34
16195,100,1619500,15:24:34
16200,100,1620000,15:24:34
16205,100,1620500,15:24:34
16205,100,1620500,15:24:30
16205,100,1620500,15:24:29
16200,200,3240000,15:24:27
16200,100,1620000,15:24:27
16195,100,1619500,15:24:27
16200,100,1620000,15:24:26
16200,100,1620000,15:24:26
16205,100,1620500,15:24:23
16200,500,8100000,15:24:23
16200,200,3240000,15:24:23
16195,100,1619500,15:24:23
16200,100,1620000,15:24:21
16200,100,1620000,15:24:20
16200,1700,27540000,15:24:20
16205,100,1620500,15:24:20
16210,200,3242000,15:24:20
16210,100,1621000,15:24:17
16205,100,1620500,15:24:14
16210,300,4863000,15:24:14
16205,100,1620500,15:24:13
16200,600,9720000,15:24:13
16190,100,1619000,15:24:10
16195,100,1619500,15:24:09
16195,100,1619500,15:24:09
16195,100,1619500,15:24:09
16195,100,1619500,15:24:09
16200,100,1620000,15:24:07
16195,200,3239000,15:24:05
16195,100,1619500,15:24:05
16195,100,1619500,15:24:05
16205,100,1620500,15:24:04
16200,100,1620000,15:24:03
16200,100,1620000,15:24:03
16190,500,8095000,15:24:02
16195,100,1619500,15:24:00
16200,100,1620000,15:24:00
16195,100,1619500,15:24:00
16195,100,1619500,15:23:59
16200,200,3240000,15:23:59
16195,300,4858500,15:23:59
16190,100,1619000,15:23:59
16190,100,1619000,15:23:57
16190,200,3238000,15:23:57
16195,400,6478000,15:23:57
16205,100,1620500,15:23:56
16200,800,12960000,15:23:56
16200,1000,16200000,15:23:56
16200,900,14580000,15:23:56
16200,100,1620000,15:23:56
16200,2400,38880000,15:23:56
16205,100,1620500,15:23:56
16210,100,1621000,15:23:54
16205,200,3241000,15:23:52
16205,100,1620500,15:23:50
16210,200,3242000,15:23:49
16210,100,1621000,15:23:49
16210,100,1621000,15:23:44
16205,100,1620500,15:23:44
16210,100,1621000,15:23:40
16205,100,1620500,15:23:35
16215,100,1621500,15:23:34
16205,500,8102500,15:23:34
16210,100,1621000,15:23:33
16215,100,1621500,15:23:33
16210,100,1621000,15:23:32
16210,800,12968000,15:23:32
16215,400,6486000,15:23:32
16220,100,1622000,15:23:31
16220,200,3244000,15:23:31
16220,100,1622000,15:23:25
16220,100,1622000,15:23:21
16230,100,1623000,15:23:18
16220,100,1622000,15:23:18
16220,300,4866000,15:23:17
16210,100,1621000,15:23:14
16215,100,1621500,15:23:13
16215,500,8107500,15:23:13
16220,500,8110000,15:23:13
16220,600,9732000,15:23:13
16225,100,1622500,15:23:12
16230,100,1623000,15:23:10
16225,200,3245000,15:23:09
16225,200,3245000,15:23:09
16230,600,9738000,15:23:09
16235,100,1623500,15:23:09
16235,100,1623500,15:23:05
16235,100,1623500,15:23:05
16230,600,9738000,15:23:00
16235,400,6494000,15:23:00
16245,100,1624500,15:22:56
16240,100,1624000,15:22:56
16235,100,1623500,15:22:56
16240,100,1624000,15:22:56
16245,200,3249000,15:22:56
16240,100,1624000,15:22:53
16240,300,4872000,15:22:53
16240,100,1624000,15:22:53
16235,200,3247000,15:22:47
16235,100,1623500,15:22:46
16235,700,11364500,15:22:46
16230,200,3246000,15:22:45
16230,100,1623000,15:22:45
16230,100,1623000,15:22:39
16230,100,1623000,15:22:37
16230,100,1623000,15:22:31
16225,300,4867500,15:22:31
16230,800,12984000,15:22:31
16230,100,1623000,15:22:30
16235,100,1623500,15:22:29
16235,100,1623500,15:22:27
16235,100,1623500,15:22:21
16240,300,4872000,15:22:18
16250,300,4875000,15:22:11
16245,100,1624500,15:22:09
16245,100,1624500,15:22:07
16245,200,3249000,15:22:07
16250,300,4875000,15:22:06
16250,600,9750000,15:22:06
16250,300,4875000,15:22:06
16245,300,4873500,15:22:06
16240,300,4872000,15:22:06
16235,100,1623500,15:22:04
16235,200,3247000,15:22:04
16240,100,1624000,15:21:56
16240,600,9744000,15:21:55
16245,100,1624500,15:21:52
16245,100,1624500,15:21:46
16245,100,1624500,15:21:46
16245,100,1624500,15:21:33
16245,100,1624500,15:21:30
16250,400,6500000,15:21:20
16255,100,1625500,15:21:19
16250,100,1625000,15:21:15
16250,100,1625000,15:21:15
16250,200,3250000,15:21:15
16250,100,1625000,15:21:15
16245,200,3249000,15:21:09
16250,100,1625000,15:20:58
16250,100,1625000,15:20:54
16245,100,1624500,15:20:53
16245,100,1624500,15:20:52
16250,300,4875000,15:20:52
16255,100,1625500,15:20:45
16255,100,1625500,15:20:44
16250,200,3250000,15:20:44
16245,300,4873500,15:20:42
16250,700,11375000,15:20:42
16260,100,1626000,15:20:27
16260,100,1626000,15:20:27
16260,100,1626000,15:20:27
16260,200,3252000,15:20:21
16260,100,1626000,15:20:21
16265,300,4879500,15:20:16
16260,100,1626000,15:20:12
16255,200,3251000,15:20:12
16250,1100,17875000,15:20:12
16255,400,6502000,15:20:12
16260,100,1626000,15:20:12
16265,200,3253000,15:20:10
16255,100,1625500,15:20:07
16260,100,1626000,15:20:06
16260,100,1626000,15:20:06
16255,200,3251000,15:20:02
16260,100,1626000,15:20:00
16260,100,1626000,15:19:58
16260,100,1626000,15:19:58
16260,100,1626000,15:19:58
16250,100,1625000,15:19:44
16250,1600,26000000,15:19:44
16255,100,1625500,15:19:38
16255,100,1625500,15:19:37
16255,100,1625500,15:19:34
16255,300,4876500,15:19:34
16260,100,1626000,15:19:30
16265,100,1626500,15:19:29
16260,900,14634000,15:19:27
16265,300,4879500,15:19:27
16270,100,1627000,15:19:25
16270,100,1627000,15:19:23
16270,100,1627000,15:19:11
16270,100,1627000,15:19:11
16265,100,1626500,15:19:10
16260,100,1626000,15:19:00
16265,100,1626500,15:19:00
16270,300,4881000,15:18:56
16270,200,3254000,15:18:53
16265,100,1626500,15:18:49
16270,100,1627000,15:18:49
16265,100,1626500,15:18:49
16265,400,6506000,15:18:49
16270,700,11389000,15:18:49
16275,100,1627500,15:18:48
16275,100,1627500,15:18:46
16280,100,1628000,15:18:42
16280,100,1628000,15:18:37
16275,100,1627500,15:18:36
16275,100,1627500,15:18:36
16275,400,6510000,15:18:36
16280,100,1628000,15:18:34
16280,100,1628000,15:18:29
16280,100,1628000,15:18:27
16280,100,1628000,15:18:27
16280,400,6512000,15:18:24
16290,300,4887000,15:18:24
16280,100,1628000,15:18:15
16280,900,14652000,15:18:15
16285,100,1628500,15:18:15
16285,100,1628500,15:18:14
16285,100,1628500,15:18:12
16285,100,1628500,15:18:12
16285,300,4885500,15:18:12
16295,200,3259000,15:18:11
16290,700,11403000,15:18:07
16295,100,1629500,15:18:07
16295,100,1629500,15:18:05
16295,100,1629500,15:18:05
16305,200,3261000,15:18:05
16300,200,3260000,15:18:05
16300,100,1630000,15:18:04
16295,100,1629500,15:17:58
16300,100,1630000,15:17:55
16295,100,1629500,15:17:52
16300,200,3260000,15:17:51
16305,100,1630500,15:17:50
16305,100,1630500,15:17:50
16305,300,4891500,15:17:50
16305,100,1630500,15:17:48
16305,100,1630500,15:17:48
16305,100,1630500,15:17:48
16305,100,1630500,15:17:48
16290,100,1629000,15:17:48
16320,1200,19584000,15:17:48
16315,1500,24472500,15:17:48
16310,1100,17941000,15:17:48
16305,900,14674500,15:17:48
16300,1300,21190000,15:17:48
16295,900,14665500,15:17:48
16290,600,9774000,15:17:48
16285,100,1628500,15:17:48
16285,200,3257000,15:17:44
16285,100,1628500,15:17:42
16285,400,6514000,15:17:39
16285,100,1628500,15:17:39
16290,400,6516000,15:17:37
16290,300,4887000,15:17:34
16295,100,1629500,15:17:34
16295,100,1629500,15:17:34
16300,100,1630000,15:17:34
16300,100,1630000,15:17:33
16295,100,1629500,15:17:25
16295,100,1629500,15:17:25
16300,600,9780000,15:17:25
16300,400,6520000,15:17:25
16310,500,8155000,15:17:24
16300,400,6520000,15:17:21
16305,600,9783000,15:17:18
16310,300,4893000,15:17:15
16315,300,4894500,15:17:13
16315,300,4894500,15:17:11
16315,100,1631500,15:17:09
16310,100,1631000,15:17:07
16310,100,1631000,15:17:05
16310,100,1631000,15:17:05
16310,100,1631000,15:17:04
16310,600,9786000,15:17:04
16310,100,1631000,15:17:03
16310,500,8155000,15:16:54
16305,100,1630500,15:16:47
16305,100,1630500,15:16:42
16305,100,1630500,15:16:37
16310,100,1631000,15:16:34
16310,100,1631000,15:16:28
16305,100,1630500,15:16:25
16305,400,6522000,15:16:25
16305,100,1630500,15:16:22
16305,200,3261000,15:16:22
16310,100,1631000,15:16:20
16310,100,1631000,15:16:20
16310,100,1631000,15:16:20
16310,100,1631000,15:16:20
16310,500,8155000,15:16:20
16310,100,1631000,15:16:15
16305,100,1630500,15:16:09
16305,100,1630500,15:16:09
16305,500,8152500,15:16:09
16300,100,1630000,15:16:09
16300,1200,19560000,15:16:09
16295,400,6518000,15:15:56
16290,100,1629000,15:15:55
16290,100,1629000,15:15:55
16290,200,3258000,15:15:43
16285,100,1628500,15:15:36
16285,100,1628500,15:15:32
16285,800,13028000,15:15:32
16280,100,1628000,15:15:19
16280,200,3256000,15:15:19
16275,100,1627500,15:15:16
16275,100,1627500,15:15:16
16275,200,3255000,15:15:12
16275,100,1627500,15:15:12
16280,100,1628000,15:15:07
16275,100,1627500,15:15:04
16275,100,1627500,15:14:45
16275,100,1627500,15:14:45
16270,500,8135000,15:14:42
16270,200,3254000,15:14:39
16275,1200,19530000,15:14:38
16275,200,3255000,15:14:37
16275,100,1627500,15:14:25
16275,400,6510000,15:14:19
16280,200,3256000,15:14:19
16285,100,1628500,15:14:18
16285,100,1628500,15:14:18
16280,600,9768000,15:14:18
16285,300,4885500,15:14:18
16290,100,1629000,15:14:10
16290,100,1629000,15:14:03
16295,100,1629500,15:13:55
16295,100,1629500,15:13:55
16280,600,9768000,15:13:54
16285,400,6514000,15:13:54
16290,100,1629000,15:13:53
16295,500,8147500,15:13:51
16290,200,3258000,15:13:51
16295,100,1629500,15:13:48
16290,100,1629000,15:13:47
16290,100,1629000,15:13:47
16285,400,6514000,15:13:39
16280,200,3256000,15:13:39
16285,100,1628500,15:13:37
16280,100,1628000,15:13:35
16285,100,1628500,15:13:35
16290,300,4887000,15:13:34
16290,200,3258000,15:13:34
16290,100,1629000,15:13:34
16300,300,4890000,15:13:34
16295,200,3259000,15:13:33
16295,100,1629500,15:13:33
16305,100,1630500,15:13:30
16300,200,3260000,15:13:25
16305,300,4891500,15:13:24
16305,300,4891500,15:13:24
16305,100,1630500,15:13:24
16305,300,4891500,15:13:24
16305,500,8152500,15:13:24
16300,100,1630000,15:13:24
16300,100,1630000,15:13:19
16300,300,4890000,15:13:17
16295,100,1629500,15:13:15
16300,100,1630000,15:13:14
16300,100,1630000,15:13:14
16300,100,1630000,15:13:14
16300,200,3260000,15:13:14
16300,100,1630000,15:13:05
16300,100,1630000,15:13:02
16295,100,1629500,15:12:58
16300,100,1630000,15:12:57
16295,100,1629500,15:12:51
16295,100,1629500,15:12:51
16290,100,1629000,15:12:51
16290,100,1629000,15:12:51
16295,600,9777000,15:12:51
16295,100,1629500,15:12:51
16300,100,1630000,15:12:47
16295,500,8147500,15:12:35
16305,100,1630500,15:12:32
16300,100,1630000,15:12:31
16300,100,1630000,15:12:30
16295,100,1629500,15:12:17
16295,600,9777000,15:12:17
16305,100,1630500,15:12:16
16300,200,3260000,15:12:16
16300,300,4890000,15:12:16
16300,4000,65200000,15:12:16
16295,1700,27701500,15:12:16
16290,300,4887000,15:12:16
16285,900,14656500,15:12:16
16280,100,1628000,15:12:02
16280,100,1628000,15:11:58
16280,400,6512000,15:11:54
16275,300,4882500,15:11:54
16275,900,14647500,15:11:53
16270,200,3254000,15:11:51
16270,100,1627000,15:11:47
16265,200,3253000,15:11:39
16260,100,1626000,15:11:36
16260,400,6504000,15:11:35
16255,100,1625500,15:11:15
16255,100,1625500,15:11:13
16255,100,1625500,15:11:13
16250,1700,27625000,15:11:12
16250,2400,39000000,15:11:12
16255,100,1625500,15:11:03
16255,200,3251000,15:11:00
16255,100,1625500,15:10:54
16260,500,8130000,15:10:47
16260,100,1626000,15:10:47
16265,400,6506000,15:10:43
16270,100,1627000,15:10:38
16270,100,1627000,15:10:32
16270,800,13016000,15:10:32
16270,100,1627000,15:10:32
16270,100,1627000,15:10:32
16270,100,1627000,15:10:27
16270,100,1627000,15:10:26
16270,100,1627000,15:10:15
16270,100,1627000,15:10:15
16270,100,1627000,15:10:15
16270,100,1627000,15:10:09
16270,400,6508000,15:10:05
16265,500,8132500,15:10:00
16260,100,1626000,15:09:47
16255,100,1625500,15:09:47
16255,100,1625500,15:09:44
16255,100,1625500,15:09:37
16255,300,4876500,15:09:36
16260,100,1626000,15:09:31
16260,100,1626000,15:09:30
16260,100,1626000,15:09:26
16265,100,1626500,15:09:22
16270,100,1627000,15:09:15
16255,500,8127500,15:09:11
16260,100,1626000,15:09:07
16265,100,1626500,15:09:05
16260,100,1626000,15:09:05
16265,300,4879500,15:09:05
16270,100,1627000,15:09:00
16270,100,1627000,15:08:50
16265,100,1626500,15:08:41
16270,100,1627000,15:08:40
16265,300,4879500,15:08:31
16270,100,1627000,15:08:30
16270,200,3254000,15:08:30
16265,100,1626500,15:08:27
16260,200,3252000,15:08:27
16265,800,13012000,15:08:27
16270,100,1627000,15:08:16
16270,100,1627000,15:08:14
16270,200,3254000,15:08:14
16265,100,1626500,15:08:14
16265,300,4879500,15:08:14
16260,100,1626000,15:08:08
16260,100,1626000,15:08:08
16260,100,1626000,15:08:08
16260,100,1626000,15:08:07
16260,100,1626000,15:08:02
16260,100,1626000,15:08:01
16260,100,1626000,15:07:59
16265,100,1626500,15:07:51
16265,100,1626500,15:07:49
16265,100,1626500,15:07:48
16260,400,6504000,15:07:48
16265,100,1626500,15:07:48
16265,100,1626500,15:07:45
16265,100,1626500,15:07:44
16265,100,1626500,15:07:44
16265,100,1626500,15:07:40
16265,100,1626500,15:07:37
16265,100,1626500,15:07:34
16265,100,1626500,15:07:34
16265,100,1626500,15:07:34
16265,100,1626500,15:07:34
16265,100,1626500,15:07:30
16265,100,1626500,15:07:30
16260,100,1626000,15:07:29
16265,100,1626500,15:07:29
16265,100,1626500,15:07:24
16265,100,1626500,15:07:24
16265,100,1626500,15:07:20
16265,200,3253000,15:07:15
16265,100,1626500,15:07:07
16260,200,3252000,15:07:07
16260,300,4878000,15:07:07
16265,100,1626500,15:07:00
16265,100,1626500,15:06:56
16265,100,1626500,15:06:55
16265,100,1626500,15:06:52
16270,100,1627000,15:06:51
16275,500,8137500,15:06:49
16270,100,1627000,15:06:48
16270,100,1627000,15:06:46
16270,100,1627000,15:06:41
16270,100,1627000,15:06:40
16265,300,4879500,15:06:38
16270,200,3254000,15:06:38
16270,100,1627000,15:06:34
16270,100,1627000,15:06:33
16270,100,1627000,15:06:31
16270,200,3254000,15:06:19
16265,100,1626500,15:06:09
16265,300,4879500,15:06:06
16270,100,1627000,15:06:03
16270,100,1627000,15:05:59
16270,100,1627000,15:05:55
16270,400,6508000,15:05:53
16270,100,1627000,15:05:38
16270,100,1627000,15:05:37
16270,100,1627000,15:05:34
16270,100,1627000,15:05:34
16275,100,1627500,15:05:33
16275,100,1627500,15:05:33
16270,100,1627000,15:05:25
16275,200,3255000,15:05:25
16270,100,1627000,15:05:24
16270,100,1627000,15:05:24
16265,100,1626500,15:05:24
16265,200,3253000,15:05:24
16270,700,11389000,15:05:24
16270,200,3254000,15:05:20
16275,100,1627500,15:05:19
16275,100,1627500,15:05:18
16280,400,6512000,15:05:17
16275,200,3255000,15:05:11
16280,100,1628000,15:05:09
16275,100,1627500,15:05:06
16280,200,3256000,15:05:05
16280,100,1628000,15:04:51
16275,200,3255000,15:04:51
16280,100,1628000,15:04:51
16280,400,6512000,15:04:51
16285,800,13028000,15:04:51
16290,100,1629000,15:04:51
16290,200,3258000,15:04:51
16290,100,1629000,15:04:51
16290,900,14661000,15:04:51
16285,100,1628500,15:04:31
16285,100,1628500,15:04:31
16280,100,1628000,15:04:28
16280,100,1628000,15:04:27
16285,200,3257000,15:04:27
16285,100,1628500,15:04:24
16285,500,8142500,15:04:23
16280,100,1628000,15:04:23
16285,100,1628500,15:04:20
16285,100,1628500,15:04:20
16285,300,4885500,15:04:19
16280,100,1628000,15:04:19
16275,100,1627500,15:04:18
16280,100,1628000,15:04:15
16280,100,1628000,15:04:14
16275,100,1627500,15:04:06
16275,100,1627500,15:04:06
16275,100,1627500,15:04:06
16280,100,1628000,15:04:06
16280,100,1628000,15:04:03
16280,600,9768000,15:03:55
16285,100,1628500,15:03:55
16285,300,4885500,15:03:54
16280,2900,47212000,15:03:53
16280,100,1628000,15:03:53
16280,2300,37444000,15:03:53
16280,100,1628000,15:03:53
16280,100,1628000,15:03:53
16275,200,3255000,15:03:50
16275,1200,19530000,15:03:44
16270,100,1627000,15:03:43
16270,100,1627000,15:03:42
16270,200,3254000,15:03:42
16265,100,1626500,15:03:38
16265,100,1626500,15:03:38
16265,100,1626500,15:03:38
16270,200,3254000,15:03:37
16270,900,14643000,15:03:37
16270,200,3254000,15:03:37
16265,300,4879500,15:03:36
16260,1400,22764000,15:03:36
16255,200,3251000,15:03:36
16255,100,1625500,15:03:36
16255,100,1625500,15:03:36
16255,100,1625500,15:03:35
16250,100,1625000,15:03:35
16250,200,3250000,15:03:35
16250,100,1625000,15:03:33
16245,200,3249000,15:03:33
16240,200,3248000,15:03:29
16240,200,3248000,15:03:24
16240,500,8120000,15:03:23
16245,100,1624500,15:03:20
16250,100,1625000,15:03:16
16250,100,1625000,15:03:16
16250,200,3250000,15:03:16
16245,100,1624500,15:03:06
16245,100,1624500,15:03:06
16245,100,1624500,15:03:06
16240,200,3248000,15:03:06
16245,900,14620500,15:03:06
16250,400,6500000,15:03:06
16250,400,6500000,15:03:04
16250,100,1625000,15:03:04
16250,200,3250000,15:03:04
16245,100,1624500,15:03:02
16250,100,1625000,15:03:02
16245,100,1624500,15:03:01
16245,100,1624500,15:02:58
16245,200,3249000,15:02:56
16250,100,1625000,15:02:39
16250,200,3250000,15:02:39
16245,100,1624500,15:02:37
16250,200,3250000,15:02:34
16245,100,1624500,15:02:34
16245,200,3249000,15:02:29
16245,100,1624500,15:02:26
16245,100,1624500,15:02:25
16245,100,1624500,15:02:24
16245,100,1624500,15:02:16
16250,200,3250000,15:02:07
16250,200,3250000,15:02:06
16245,400,6498000,15:02:03
16250,100,1625000,15:02:03
16250,500,8125000,15:02:00
16245,100,1624500,15:01:56
16245,300,4873500,15:01:35
16240,1000,16240000,15:01:35
16245,1000,16245000,15:01:35
16250,100,1625000,15:01:35
16250,100,1625000,15:01:32
16245,100,1624500,15:01:30
16250,100,1625000,15:01:30
16250,200,3250000,15:01:25
16250,100,1625000,15:01:23
16250,100,1625000,15:01:21
16250,100,1625000,15:01:19
16250,200,3250000,15:01:19
16250,100,1625000,15:01:10
16250,500,8125000,15:01:07
16250,300,4875000,15:01:00
16250,300,4875000,15:00:45
16245,100,1624500,15:00:35
16245,100,1624500,15:00:35
16250,100,1625000,15:00:33
16250,100,1625000,15:00:29
16250,100,1625000,15:00:27
16245,100,1624500,15:00:16
16245,100,1624500,15:00:16
16245,100,1624500,15:00:16
16245,200,3249000,15:00:16
16245,300,4873500,15:00:15
16250,300,4875000,15:00:08
16250,100,1625000,15:00:00
16245,100,1624500,14:59:59
16250,100,1625000,14:59:59
16250,100,1625000,14:59:59
16255,100,1625500,14:59:56
16255,100,1625500,14:59:56
16255,100,1625500,14:59:55
16250,100,1625000,14:59:55
16245,400,6498000,14:59:55
16245,300,4873500,14:59:50
16250,300,4875000,14:59:50
16255,100,1625500,14:59:47
16255,100,1625500,14:59:39
16260,100,1626000,14:59:37
16255,100,1625500,14:59:37
16260,300,4878000,14:59:37
16255,200,3251000,14:59:37
16255,100,1625500,14:59:36
16250,100,1625000,14:59:33
16255,100,1625500,14:59:30
16255,100,1625500,14:59:30
16255,100,1625500,14:59:30
16255,100,1625500,14:59:30
16255,100,1625500,14:59:30
16250,100,1625000,14:59:30
16255,600,9753000,14:59:30
16250,300,4875000,14:59:30
16250,100,1625000,14:59:22
16250,100,1625000,14:59:22
16250,100,1625000,14:59:20
16250,100,1625000,14:59:20
16255,100,1625500,14:59:12
16255,100,1625500,14:59:06
16250,100,1625000,14:59:02
16255,200,3251000,14:59:02
16260,100,1626000,14:58:58
16255,100,1625500,14:58:56
16260,100,1626000,14:58:55
16260,100,1626000,14:58:55
16260,100,1626000,14:58:53
16260,100,1626000,14:58:48
16260,100,1626000,14:58:47
16265,100,1626500,14:58:45
16265,100,1626500,14:58:41
16260,100,1626000,14:58:38
16265,100,1626500,14:58:38
16260,100,1626000,14:58:38
16260,100,1626000,14:58:37
16255,100,1625500,14:58:37
16255,100,1625500,14:58:37
16250,100,1625000,14:58:32
16250,100,1625000,14:58:31
16250,200,3250000,14:58:31
16250,100,1625000,14:58:31
16250,300,4875000,14:58:31
16250,100,1625000,14:58:28
16250,100,1625000,14:58:28
16255,100,1625500,14:58:22
16255,200,3251000,14:58:19
16255,100,1625500,14:58:19
16260,100,1626000,14:58:11
16260,100,1626000,14:58:09
16260,100,1626000,14:58:09
16265,2000,32530000,14:58:09
16270,100,1627000,14:58:05
16270,100,1627000,14:58:04
16270,100,1627000,14:58:00
16270,200,3254000,14:57:50
16270,100,1627000,14:57:46
16270,200,3254000,14:57:46
16270,100,1627000,14:57:46
16270,200,3254000,14:57:46
16270,100,1627000,14:57:43
16270,100,1627000,14:57:43
16270,100,1627000,14:57:43
